2.90 	9.5945E-06	-2.2236E-07
2.91 	9.8168E-06	-9.4899E-08
2.92 	9.9117E-06	-9.9753E-08
2.93 	1.0012E-05	-1.4847E-07
2.94 	1.0160E-05	-1.1424E-07
2.95 	1.0274E-05	-1.7842E-07
2.96 	1.0453E-05	-1.4863E-07
2.97 	1.0601E-05	-1.6014E-07
2.98 	1.0761E-05	-2.0528E-07
2.99 	1.0967E-05	-3.3480E-07
3.00 	1.1301E-05	-9.1050E-08
3.01 	1.1393E-05	-1.3305E-07
3.02 	1.1526E-05	-1.3336E-07
3.03 	1.1659E-05	-1.5104E-07
3.04 	1.1810E-05	-3.7759E-07
3.05 	1.2188E-05	-5.1624E-08
3.06 	1.2239E-05	-2.9127E-07
3.07 	1.2530E-05	-2.3887E-07
3.08 	1.2769E-05	-1.1182E-07
3.09 	1.2881E-05	-1.2255E-08
3.10 	1.2893E-05	-3.1166E-07
3.11 	1.3205E-05	-2.3772E-07
3.12 	1.3443E-05	-2.5186E-07
3.13 	1.3695E-05	-1.6883E-07
3.14 	1.3863E-05	-1.5037E-07
3.15 	1.4014E-05	-2.1228E-07
3.16 	1.4226E-05	-1.0727E-07
3.17 	1.4333E-05	-2.5782E-07
3.18 	1.4591E-05	-2.8083E-07
3.19 	1.4872E-05	-3.9734E-07
3.20 	1.5269E-05	-1.6231E-07
3.21 	1.5432E-05	-1.4227E-07
3.22 	1.5574E-05	-2.8558E-07
3.23 	1.5860E-05	-3.5214E-07
3.24 	1.6212E-05	-5.2640E-07
3.25 	1.6738E-05	-2.1399E-07
3.26 	1.6952E-05	-8.3144E-08
3.27 	1.7035E-05	-2.8834E-07
3.28 	1.7324E-05	-3.7384E-07
3.29 	1.7697E-05	-1.3453E-07
3.30 	1.7832E-05	-3.4127E-07
3.31 	1.8173E-05	-2.7640E-07
3.32 	1.8450E-05	-3.8634E-07
3.33 	1.8836E-05	-3.2698E-07
3.34 	1.9163E-05	-1.6236E-07
3.35 	1.9325E-05	-4.4158E-07
3.36 	1.9767E-05	-6.7656E-08
3.37 	1.9835E-05	-2.2025E-07
3.38 	2.0055E-05	-4.4724E-07
3.39 	2.0502E-05	-3.1241E-07
3.40 	2.0814E-05	-3.9993E-07
3.41 	2.1214E-05	-1.2674E-07
3.42 	2.1341E-05	-2.5463E-07
3.43 	2.1596E-05	-3.1378E-07
3.44 	2.1910E-05	-2.1540E-07
3.45 	2.2125E-05	-3.6192E-07
3.46 	2.2487E-05	-3.5687E-07
3.47 	2.2844E-05	-1.6519E-07
3.48 	2.3009E-05	-3.8938E-07
3.49 	2.3398E-05	-3.8280E-07
3.50 	2.3781E-05	-4.0193E-07
3.51 	2.4183E-05	-2.6579E-07
3.52 	2.4449E-05	-1.3815E-07
3.53 	2.4587E-05	-3.5583E-07
3.54 	2.4943E-05	-3.7968E-07
3.55 	2.5322E-05	-4.0380E-07
3.56 	2.5726E-05	-2.8094E-07
3.57 	2.6007E-05	-5.9314E-07
3.58 	2.6600E-05	-4.8409E-06
3.59 	3.1441E-05	-1.1902E-06
3.60 	3.2631E-05	-5.5141E-07
3.61 	3.3183E-05	-1.2024E-07
3.62 	3.3303E-05	-5.4298E-07
3.63 	3.3846E-05	-2.0703E-07
3.64 	3.4053E-05	-6.7427E-07
3.65 	3.4727E-05	-3.2066E-07
3.66 	3.5048E-05	-2.0427E-07
3.67 	3.5252E-05	-2.9666E-07
3.68 	3.5549E-05	-2.2288E-07
3.69 	3.5772E-05	7.9017E-08
3.70 	3.5693E-05	6.4106E-07
3.71 	3.5052E-05	2.2434E-07
3.72 	3.4827E-05	-3.1879E-07
3.73 	3.5146E-05	-4.0407E-07
3.74 	3.5550E-05	-5.9678E-07
3.75 	3.6147E-05	-8.5891E-07
3.76 	3.7006E-05	-1.2595E-06
3.77 	3.8265E-05	-4.1424E-07
3.78 	3.8680E-05	-7.9759E-07
3.79 	3.9477E-05	-1.9219E-06
3.80 	4.1399E-05	-1.5727E-06
3.81 	4.2972E-05	-1.4045E-06
3.82 	4.4376E-05	-1.7322E-06
3.83 	4.6109E-05	-6.0876E-07
3.84 	4.6717E-05	1.2523E-06
3.85 	4.5465E-05	-3.2004E-07
3.86 	4.5785E-05	-2.1901E-08
3.87 	4.5807E-05	-5.2144E-07
3.88 	4.6329E-05	1.9625E-07
3.89 	4.6132E-05	1.2353E-07
3.90 	4.6009E-05	1.8803E-07
3.91 	4.5821E-05	-4.1449E-07
3.92 	4.6235E-05	-2.7789E-07
3.93 	4.6513E-05	-3.4810E-07
3.94 	4.6861E-05	6.6251E-08
3.95 	4.6795E-05	-3.6736E-08
3.96 	4.6832E-05	6.8820E-07
3.97 	4.6143E-05	3.2993E-07
3.98 	4.5814E-05	4.1068E-07
3.99 	4.5403E-05	1.2652E-06
4.00 	4.4138E-05	-7.6940E-07
4.01 	4.4907E-05	-5.6436E-06
4.02 	5.0551E-05	6.0151E-07
4.03 	4.9949E-05	2.6033E-07
4.04 	4.9689E-05	-1.0571E-06
4.05 	5.0746E-05	5.1568E-07
4.06 	5.0230E-05	9.7458E-08
4.07 	5.0133E-05	1.7945E-07
4.08 	4.9953E-05	-6.5166E-07
4.09 	5.0605E-05	-1.1717E-07
4.10 	5.0722E-05	5.9285E-08
4.11 	5.0663E-05	8.0895E-07
4.12 	4.9854E-05	1.6000E-06
4.13 	4.8254E-05	2.3103E-06
4.14 	4.5944E-05	1.5819E-06
4.15 	4.4362E-05	2.8728E-07
4.16 	4.4074E-05	-8.9361E-07
4.17 	4.4968E-05	-5.6637E-07
4.18 	4.5534E-05	-1.5179E-06
4.19 	4.7052E-05	1.9082E-07
4.20 	4.6862E-05	-9.5234E-07
4.21 	4.7814E-05	-1.5408E-06
4.22 	4.9355E-05	-7.5885E-07
4.23 	5.0113E-05	1.8599E-07
4.24 	4.9927E-05	-1.7796E-07
4.25 	5.0105E-05	4.6353E-07
4.26 	4.9642E-05	-5.1113E-07
4.27 	5.0153E-05	-3.7235E-07
4.28 	5.0525E-05	-8.7374E-07
4.29 	5.1399E-05	-2.7403E-07
4.30 	5.1673E-05	3.0542E-07
4.31 	5.1368E-05	-1.0436E-06
4.32 	5.2411E-05	-9.9437E-08
4.33 	5.2511E-05	-2.5849E-07
4.34 	5.2769E-05	9.6887E-07
4.35 	5.1800E-05	-1.0270E-06
4.36 	5.2827E-05	-5.1196E-06
4.37 	5.7947E-05	-3.9544E-06
4.38 	6.1901E-05	1.1041E-06
4.39 	6.0797E-05	2.8535E-07
4.40 	6.0512E-05	-1.0616E-07
4.41 	6.0618E-05	5.8619E-08
4.42 	6.0560E-05	-1.2683E-07
4.43 	6.0686E-05	1.4331E-06
4.44 	5.9253E-05	3.2813E-07
4.45 	5.8925E-05	-2.6309E-07
4.46 	5.9188E-05	1.6498E-08
4.47 	5.9172E-05	-8.5949E-07
4.48 	6.0031E-05	4.9722E-07
4.49 	5.9534E-05	5.0198E-07
4.50 	5.9032E-05	5.6246E-07
4.51 	5.8470E-05	4.7616E-07
4.52 	5.7993E-05	8.1488E-07
4.53 	5.7178E-05	-4.9531E-07
4.54 	5.7674E-05	-1.0336E-06
4.55 	5.8707E-05	8.7324E-07
4.56 	5.7834E-05	2.9017E-07
4.57 	5.7544E-05	-4.3237E-08
4.58 	5.7587E-05	1.8400E-07
4.59 	5.7403E-05	4.1222E-07
4.60 	5.6991E-05	-1.1919E-06
4.61 	5.8183E-05	8.3070E-08
4.62 	5.8100E-05	-1.1801E-06
4.63 	5.9280E-05	7.3880E-08
4.64 	5.9206E-05	2.7784E-07
4.65 	5.8928E-05	1.0070E-06
4.66 	5.7921E-05	-1.2057E-06
4.67 	5.9127E-05	-6.5125E-07
4.68 	5.9778E-05	-3.4181E-07
4.69 	6.0120E-05	5.9913E-07
4.70 	5.9521E-05	-1.7147E-06
4.71 	6.1236E-05	3.6314E-08
4.72 	6.1199E-05	6.1764E-07
4.73 	6.0582E-05	-7.0663E-07
4.74 	6.1288E-05	6.8032E-07
4.75 	6.0608E-05	1.1150E-07
4.76 	6.0496E-05	-8.3396E-07
4.77 	6.1330E-05	-9.2833E-07
4.78 	6.2259E-05	5.9314E-08
4.79 	6.2199E-05	-9.5676E-07
4.80 	6.3156E-05	-8.6329E-07
4.81 	6.4019E-05	6.0855E-07
4.82 	6.3411E-05	-8.7457E-09
4.83 	6.3420E-05	8.4493E-07
4.84 	6.2575E-05	-7.7402E-08
4.85 	6.2652E-05	7.4325E-07
4.86 	6.1909E-05	-1.1747E-06
4.87 	6.3084E-05	6.0286E-07
4.88 	6.2481E-05	6.2969E-07
4.89 	6.1851E-05	-1.1544E-06
4.90 	6.3005E-05	1.1052E-07
4.91 	6.2895E-05	-5.3935E-07
4.92 	6.3434E-05	5.2593E-07
4.93 	6.2908E-05	-9.2066E-07
4.94 	6.3829E-05	8.9247E-08
4.95 	6.3740E-05	1.2480E-06
4.96 	6.2492E-05	1.5310E-07
4.97 	6.2339E-05	-2.8651E-07
4.98 	6.2625E-05	-9.6791E-07
4.99 	6.3593E-05	5.3702E-07
5.00 	6.3056E-05	-2.3373E-07
5.01 	6.3290E-05	-6.8396E-07
5.02 	6.3974E-05	-6.0914E-07
5.03 	6.4583E-05	-2.1778E-07
