0.82008	3.78E-10		0.82008	3.19E-09		0.82008	1.71E-08		0.82008	5.19E-08
0.83007	3.95E-10		0.83007	3.20E-09		0.83007	1.71E-08		0.83007	5.26E-08
0.84006	3.97E-10		0.84006	3.23E-09		0.84006	1.75E-08		0.84005	5.29E-08
0.85008	4.01E-10		0.85008	3.32E-09		0.85008	1.76E-08		0.85008	5.35E-08
0.86007	4.11E-10		0.86007	3.30E-09		0.86007	1.80E-08		0.86007	5.53E-08
0.87006	4.08E-10		0.87006	3.32E-09		0.87005	1.75E-08		0.87005	5.42E-08
0.88005	4.06E-10		0.88005	3.35E-09		0.88005	1.80E-08		0.88004	5.50E-08
0.89003	4.14E-10		0.89003	3.38E-09		0.89003	1.80E-08		0.89002	5.64E-08
0.90002	4.37E-10		0.90001	3.41E-09		0.90001	1.78E-08		0.90001	5.70E-08
0.91001	4.63E-10		0.91001	3.44E-09		0.91	1.82E-08		0.91	5.57E-08
0.92003	4.63E-10		0.92003	3.53E-09		0.92003	1.84E-08		0.92002	5.75E-08
0.93002	4.83E-10		0.93002	3.52E-09		0.93002	1.85E-08		0.93001	5.75E-08
0.94001	4.84E-10		0.94001	3.54E-09		0.94	1.77E-08		0.94	5.80E-08
0.95	4.92E-10		0.94999	3.59E-09		0.94999	1.81E-08		0.94999	5.80E-08
0.96	4.96E-10		0.96	3.62E-09		0.96	1.75E-08		0.95999	5.85E-08
0.96999	5.50E-10		0.97001	3.64E-09		0.97	1.84E-08		0.97	6.11E-08
0.98003	5.49E-10		0.98004	3.70E-09		0.98003	1.82E-08		0.98003	5.93E-08
0.99004	5.68E-10		0.99005	3.71E-09		0.99004	1.85E-08		0.99004	5.91E-08
1.00004	5.72E-10		1.00005	3.75E-09		1.00005	1.88E-08		1.00005	6.02E-08
