1	0.10138
2	0.10205
3	0.08864
4	0.07678
5	0.07651
6	0.08591
7	0.08787
8	0.09465
9	0.08295
10	0.09426
11	0.0655
12	0.07946
13	0.07716
14	0.07155
15	0.07604
16	0.0733
17	0.07104
18	0.06077
19	0.04309
20	0.06733
21	0.05532
22	0.04908
23	0.04476
24	0.0359
25	0.04879
26	0.04898
27	0.02928
28	0.03898
29	0.03802
30	0.03988
31	0.04957
32	0.05918
33	0.04571
34	0.04933
35	0.04275
36	0.0497
37	0.05902
38	0.05631
39	0.05368
40	0.03822
41	0.03339
42	0.03484
43	0.03476
44	0.0321
45	0.01494
46	0.033
47	0.01758
48	0.02328
49	0.02006
50	0.02896
51	0.02885
52	0.03051
53	0.03201
54	0.02077
55	0.02401
56	0.01325
57	0.00794
58	0.0059
59	0.00795
60	0.01369
61	0.0198
62	0.00988
63	0.00484
64	-4.15E-04
65	-0.00783
66	0.00438
67	0.00243
68	0.00927
69	0.01294
70	-1.54E-04
71	0.01582
72	0.0078
73	-0.00499
74	0.00733
75	-0.00796
76	-0.00555
77	-3.62E-04
78	-0.00431
79	0.01241
80	0.01457
81	0.01653
82	0.00389
83	0.02252
84	-0.00224
85	0.00846
86	0.00931
87	0.0025
88	-5.98E-04
89	0.00155
90	-0.00546
91	2.04E-04
92	-0.00853
93	-0.00577
94	0.0062
95	-0.00239
96	-0.00621
97	-0.00525
98	-0.00325
99	0.00171
100	-0.00575
101	0.00743
102	0.00899
103	0.00659
104	0.01652
105	0.00485
106	0.00624
107	0.01525
108	-0.01041
109	0.00617
110	0.00574
111	0.0101
112	0.00264
113	0.00743
114	0.00233
115	-0.0027
116	-0.00805
117	-0.01843
118	-0.01111
119	-0.01195
120	-0.00637
121	-0.01996
122	-0.01293
123	-0.0154
124	-0.01667
125	-0.01644
126	-0.01355
127	-0.00159
128	-0.02587
129	-0.02001
130	-0.01255
131	-0.00531
132	-0.01874
133	-0.01886
134	-0.0207
135	-0.01146
136	-0.02451
137	-0.01365
138	-0.01264
139	-0.0164
140	-0.01079
141	-0.01544
142	-0.01764
143	-0.00126
144	-0.00892
145	-0.02278
146	-0.03096
147	-0.03374
148	-0.02442
149	-0.01876
150	-0.04222
151	-0.04571
152	-0.03065
153	-0.03644
154	-0.03182
155	-0.03778
156	-0.02838
157	-0.03689
158	-0.03609
159	-0.03047
160	-0.03747
161	-0.04011
162	-0.03497
163	-0.03872
164	-0.06181
165	-0.04022
166	-0.03497
167	-0.0415
168	-0.03243
169	-0.04741
170	-0.04177
171	-0.03062
172	-0.03138
173	-0.02927
174	-0.05199
175	-0.0502
176	-0.05479
177	-0.05373
178	-0.05593
179	-0.04702
180	-0.04539
181	-0.05064
182	-0.05021
183	-0.04792
184	-0.0501
185	-0.05071
186	-0.04152
187	-0.04872
188	-0.04429
189	-0.04537
190	-0.04433
191	-0.04493
192	-0.05206
193	-0.04293
194	-0.05347
195	-0.06211
196	-0.05131
197	-0.0551
198	-0.0458
199	-0.05991
200	-0.06111
201	-0.05847
202	-0.05655
203	-0.05644
204	-0.04002
205	-0.04563
206	-0.05092
207	-0.04749
208	-0.04514
209	-0.04271
210	-0.05059
211	-0.04195
212	-0.04915
213	-0.05493
214	-0.0364
215	-0.04937
216	-0.05679
217	-0.05971
218	-0.03941
219	-0.04278
220	-0.04417
221	-0.04653
222	-0.051
223	-0.05564
224	-0.06199
225	-0.0533
226	-0.03868
227	-0.06195
228	-0.0568
229	-0.05769
230	-0.06454
231	-0.06202
232	-0.05919
233	-0.06742
234	-0.0655
235	-0.06032
236	-0.07581
237	-0.05284
238	-0.06769
239	-0.07178
240	-0.06753
241	-0.08008
242	-0.07573
243	-0.06712
244	-0.07288
245	-0.07828
246	-0.07514
247	-0.08774
248	-0.07166
249	-0.07606
250	-0.0762
251	-0.05804
252	-0.0539
253	-0.04993
254	-0.05425
255	-0.05242
256	-0.05044
257	-0.04202
258	-0.02749
259	-0.01127
260	-0.02043
261	-0.0244
262	-0.05076
263	-0.03045
264	-0.03795
265	-0.03026
266	-0.00748
267	-0.00794
268	-0.02108
269	-0.01929
270	-0.01071
271	0.00444
272	0.00213
273	-0.00606
274	-7.09E-04
275	0.01508
276	0.0215
277	0.01772
278	0.0214
279	0.02604
280	0.01188
281	0.02265
282	0.03912
283	0.02992
284	0.03883
285	0.02368
286	0.03912
287	0.01618
288	0.01753
289	0.03625
290	0.0343
291	0.03139
292	0.03882
293	0.02357
294	0.04731
295	0.02732
296	0.04339
297	0.0678
298	0.05628
299	0.07107
300	0.06325
301	0.07253
302	0.06413
303	0.07494
304	0.06566
305	0.06434
306	0.09036
307	0.09318
308	0.09353
309	0.08602
310	0.09886
311	0.09556
312	0.08559
313	0.10626
314	0.09801
315	0.08909
316	0.0843
317	0.10008
318	0.10015
319	0.0838
320	0.11004
321	0.1268
322	0.12089
323	0.10931
324	0.10239
325	0.09362
326	0.11282
327	0.10857
328	0.10437
329	0.10364
330	0.11847
331	0.1121
332	0.11754
333	0.10306
334	0.11271
335	0.11682
336	0.11599
337	0.12091
338	0.11275
339	0.11308
340	0.10958
341	0.11668
342	0.11459
343	0.11877
344	0.11218
345	0.11772
346	0.1237
347	0.12441
348	0.10897
349	0.13497
350	0.11854
351	0.12808
352	0.13044
353	0.12314
354	0.13026
355	0.13285
356	0.15309
357	0.13853
358	0.15265
359	0.14795
360	0.13835
361	0.13572
362	0.14485
363	0.14138
364	0.13578
365	0.14397
366	0.15437
367	0.15623
368	0.14245
369	0.16943
370	0.14208
371	0.15247
372	0.13556
373	0.14359
